service,event,endpoint,method,user_id,ip,status_code,latency_ms,timestamp,user,session_id,commit_hash,filename,mime_type,email,query,duration_ms,level,label,message,reason,key,table,rows_count,action,file_count,time_window_min,exception_type,stack_trace,secret_name,detected_mime,attempt_count,path,locations,time_diff_sec
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 15:02:25,,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 13:17:42,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 13:19:02,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,large_export,,,,,,,2025-09-02 11:27:38,,,,,,,,,,anomaly,,,,credit_cards,500000.0,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 14:22:41,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 12:44:25,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 14:51:41,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
config-manager,env_variable_added,,,,,,,2025-09-02 12:11:58,admin,,,,,,,,,anomaly,,,DB_ROOT_PASSWORD,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 12:26:22,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 13:26:00,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 11:17:43,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 11:30:03,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 13:01:42,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 13:24:43,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 14:51:00,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 14:28:43,,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 12:55:43,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
config-manager,secret_modified,,,,,,,2025-09-02 11:15:15,insider,,,,,,,,,anomaly,,,,,,,,,,,API_KEY_SECRET,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 12:51:04,,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 10:27:43,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 11:09:40,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 13:57:24,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 11:50:42,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 10:43:01,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 14:50:45,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
app-backend,privilege_escalation_attempt,,,,,,,2025-09-02 10:25:57,basic_user,,,,,,,,,anomaly,,,,,,delete_admin_account,,,,,,,,,,
payment-api,failed_payment_attempts,,,,,,,2025-09-02 12:24:29,fraudster1,,,,,,,,,anomaly,,,,,,,,,,,,,5.0,,,
db-monitor,query_executed,,,,,,,2025-09-02 14:18:00,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 12:53:05,,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 12:56:24,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 13:55:40,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 15:12:23,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 11:46:23,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 10:25:23,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 13:59:03,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 10:46:04,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 15:31:23,,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,database_failure,,,,,,,2025-09-02 10:00:06,,,,,,,,,WARN,anomaly,Database connection lost,,,,,,,,,,,,,,,
file-service,download_spike,,,,198.51.100.40,,,2025-09-02 11:51:53,,,,,,,,,,anomaly,,,,,,,150.0,1.0,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 10:21:01,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 10:47:01,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 13:04:03,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 12:01:02,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 14:59:40,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 10:46:22,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 13:59:24,,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 15:21:43,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 11:14:40,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 11:39:24,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 13:36:21,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 11:38:43,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 13:19:44,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 13:57:04,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 11:31:24,,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 12:00:40,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 10:14:23,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 15:00:41,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 12:22:25,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 14:06:05,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 10:45:02,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 13:06:43,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 10:26:05,,,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 15:06:45,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 11:01:25,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 14:36:25,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 10:59:21,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,rate_limit_violation,/api/v1/search,,,198.51.100.30,429.0,,2025-09-02 10:36:02,,,,,,,,,,anomaly,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 11:22:20,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 14:03:44,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 15:28:41,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 12:31:00,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 14:58:04,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 11:42:03,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
file-service,download_spike,,,,198.51.100.40,,,2025-09-02 11:06:10,,,,,,,,,,anomaly,,,,,,,150.0,1.0,,,,,,,,
db-monitor,large_export,,,,,,,2025-09-02 10:43:22,,,,,,,,,,anomaly,,,,credit_cards,500000.0,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 11:57:22,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 13:26:44,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 15:07:42,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,internal_server_error,/api/v1/checkout,,,,500.0,,2025-09-02 12:19:11,,,,,,,,,ERROR,anomaly,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 10:13:02,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 10:10:01,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 11:20:40,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 12:17:40,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 10:45:23,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 15:16:01,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 14:37:42,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 10:01:00,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 13:03:43,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 13:16:23,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
config-manager,secret_modified,,,,,,,2025-09-02 10:11:45,insider,,,,,,,,,anomaly,,,,,,,,,,,API_KEY_SECRET,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 15:03:42,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 14:55:43,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 12:25:04,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 14:27:05,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 12:18:23,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 14:05:21,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 10:33:22,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 15:22:21,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 12:39:03,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 14:48:02,,,,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 14:22:03,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 11:36:23,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 12:41:44,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 14:01:22,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 11:15:45,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 11:54:41,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 13:01:03,,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 15:13:43,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 12:00:21,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 10:22:01,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 10:22:21,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 14:40:21,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 11:10:23,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 10:04:00,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 14:35:03,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
app-server,database_failure,,,,,,,2025-09-02 10:37:50,,,,,,,,,WARN,anomaly,Database connection lost,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 11:39:42,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 14:12:24,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 14:05:43,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_failure,,,,198.51.100.20,,,2025-09-02 11:09:19,attacker1,,,,,,,,,anomaly,,invalid_password,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 15:32:04,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 12:32:40,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 12:39:44,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 11:49:04,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 15:29:45,,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 12:22:42,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
db-monitor,large_export,,,,,,,2025-09-02 11:24:17,,,,,,,,,,anomaly,,,,credit_cards,500000.0,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 13:04:23,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 12:21:42,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 11:31:02,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 12:33:44,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 11:19:02,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 12:10:00,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 10:00:44,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 10:02:00,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 11:43:45,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
api-gateway,unauthorized_request,/api/v1/admin/users,,anonymous,,403.0,,2025-09-02 10:04:30,,,,,,,,,,anomaly,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 11:49:21,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 12:39:24,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 11:11:40,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 14:00:01,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 10:09:01,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
app-server,internal_server_error,/api/v1/checkout,,,,500.0,,2025-09-02 11:55:00,,,,,,,,,ERROR,anomaly,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 14:47:00,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 13:42:42,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 14:13:41,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 12:26:00,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 13:30:05,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 13:58:44,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 12:54:22,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
file-service,malicious_upload,,,,,,,2025-09-02 10:27:33,,,,document.jpg,,,,,,anomaly,,,,,,,,,,,,application/x-php,,,,
db-monitor,query_executed,,,,,,,2025-09-02 14:13:04,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 11:25:24,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 11:37:03,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 10:08:21,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 11:52:03,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 12:44:40,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 10:15:43,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 11:46:05,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 10:35:23,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 10:18:22,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 13:18:00,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 11:11:04,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 10:40:00,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 13:03:04,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 12:54:00,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 12:48:41,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 10:24:05,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 13:17:00,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 14:02:40,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 13:54:40,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 14:30:20,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 14:49:25,,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 14:15:03,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 12:59:40,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 13:02:40,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,api_request,/api/v1/products/456,GET,user123,203.0.113.50,200.0,45.0,2025-09-02 12:16:25,,,,,,,,,,normal,,,,,,,,,,,,,,,,
file-service,file_upload,,,,,,,2025-09-02 12:37:05,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
app-backend,privilege_escalation_attempt,,,,,,,2025-09-02 10:03:38,basic_user,,,,,,,,,anomaly,,,,,,delete_admin_account,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 15:00:04,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 11:45:25,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
api-gateway,unauthorized_request,/api/v1/admin/users,,anonymous,,403.0,,2025-09-02 12:04:20,,,,,,,,,,anomaly,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 14:29:02,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
api-auth,password_reset_request,,,,,,,2025-09-02 14:15:41,,,,,,john.smith@example.com,,,,normal,,,,,,,,,,,,,,,,
ci-cd-pipeline,code_deployment,,,,,,,2025-09-02 13:42:25,jane.doe,,abc123def,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 12:17:05,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
db-monitor,query_executed,,,,,,,2025-09-02 12:57:44,,,,,,,SELECT * FROM products WHERE category = 'electronics',12.0,,normal,,,,,,,,,,,,,,,,
app-server,checkout_request,/api/v1/checkout,,,,200.0,,2025-09-02 10:20:05,,,,,,,,,INFO,normal,,,,,,,,,,,,,,,,
auth-server,jwt_refresh,,,,,,,2025-09-02 15:08:05,jane.doe,abcde12345,,,,,,,,normal,,,,,,,,,,,,,,,,
auth-server,login_success,,,,203.0.113.10,,,2025-09-02 10:30:43,jane.doe,,,,,,,,,normal,,,,,,,,,,,,,,,,
config-manager,secret_modified,,,,,,,2025-09-02 12:29:27,insider,,,,,,,,,anomaly,,,,,,,,,,,API_KEY_SECRET,,,,,
file-service,file_upload,,,,,,,2025-09-02 13:53:24,bob,,,profile.png,image/png,,,,,normal,,,,,,,,,,,,,,,,
